BottomTier,MiddleTier,TopTier,Lstate,Date,B_30DayChange,B_60DayChange,B_90DayChange,M_30DayChange,M_60DayChange,M_90DayChange,T_30DayChange,T_60DayChange,T_90DayChange,B_PrincipalMonthly,B_AvgMortgage,B_InterestMonthly,M_PrincipalMonthly,M_AvgMortgage,M_InterestMonthly,T_PrincipalMonthly,T_AvgMortgage,T_InterestMonthly,CityName,Avg_AggMortgage
188309,329341,470374,CO,4/1/2015,1796,3680,5582,2760,5755,8779,3724,7830,11976,523,1621.549722,1098.549722,914,2835.991944,1921.991944,1306,4050.442778,2744.442778,Fort Collins,2835.994815
188309,329341,470374,CO,4/1/2015,1796,3680,5582,2760,5755,8779,3724,7830,11976,523,1621.549722,1098.549722,914,2835.991944,1921.991944,1306,4050.442778,2744.442778,Greeley,2835.994815
188309,329341,470374,CO,4/1/2015,1796,3680,5582,2760,5755,8779,3724,7830,11976,523,1621.549722,1098.549722,914,2835.991944,1921.991944,1306,4050.442778,2744.442778,Denver,2835.994815
188309,329341,470374,CO,4/1/2015,1796,3680,5582,2760,5755,8779,3724,7830,11976,523,1621.549722,1098.549722,914,2835.991944,1921.991944,1306,4050.442778,2744.442778,Boulder,2835.994815
188423,346970,505517,MD,11/1/2018,352,548,940,209,185,465,65,-178,-11,523,1622.531389,1099.531389,963,2987.797222,2024.797222,1404,4353.063056,2949.063056,Baltimore,2987.797222
188766,347330,505894,MD,12/1/2018,343,695,891,360,569,545,377,442,199,524,1625.485,1101.485,964,2990.897222,2026.897222,1405,4356.309444,2951.309444,Baltimore,2990.897222
188940,318027,447114,ID,9/1/2019,1734,3437,4791,2758,5426,7653,3782,7415,10515,524,1626.983333,1102.983333,883,2738.565833,1855.565833,1241,3850.148333,2609.148333,Boise City,2738.565833
188988,310946,432905,OR,10/1/2015,1611,3168,4774,2756,5417,8207,3901,7667,11640,524,1627.396667,1103.396667,863,2677.590556,1814.590556,1202,3727.793056,2525.793056,Portland,2677.593426
189061,344609,500158,WA,10/1/2015,1791,3514,5188,3243,6531,9729,4695,9549,14271,525,1628.025278,1103.025278,957,2967.466389,2010.466389,1389,4306.916111,2917.916111,Spokane,2967.469259
189061,344609,500158,WA,10/1/2015,1791,3514,5188,3243,6531,9729,4695,9549,14271,525,1628.025278,1103.025278,957,2967.466389,2010.466389,1389,4306.916111,2917.916111,Seattle,2967.469259
189145,301314,413483,UT,5/1/2016,1397,2421,3508,1980,3364,4772,2562,4306,6035,525,1628.748611,1103.748611,836,2594.648333,1758.648333,1148,3560.548056,2412.548056,Ogden,2594.648333
189145,301314,413483,UT,5/1/2016,1397,2421,3508,1980,3364,4772,2562,4306,6035,525,1628.748611,1103.748611,836,2594.648333,1758.648333,1148,3560.548056,2412.548056,Provo,2594.648333
189145,301314,413483,UT,5/1/2016,1397,2421,3508,1980,3364,4772,2562,4306,6035,525,1628.748611,1103.748611,836,2594.648333,1758.648333,1148,3560.548056,2412.548056,Salt Lake City,2594.648333
189257,309640,430024,RI,10/1/2016,1598,3574,4553,2035,4571,5747,2472,5568,6942,525,1629.713056,1104.713056,860,2666.344444,1806.344444,1194,3702.984444,2508.984444,Providence,2666.347315
189467,348448,507429,MD,1/1/2019,701,1044,1396,1118,1478,1687,1535,1912,1977,526,1631.521389,1105.521389,967,3000.524444,2033.524444,1409,4369.5275,2960.5275,Baltimore,3000.524444
189523,303263,417004,NV,1/1/2018,2481,5898,9384,3208,7734,12395,3936,9570,15406,526,1632.003611,1106.003611,842,2611.431389,1769.431389,1158,3590.867778,2432.867778,Las Vegas,2611.434259
190006,349140,508274,MD,2/1/2019,539,1240,1583,692,1810,2170,845,2380,2757,527,1636.162778,1109.162778,969,3006.483333,2037.483333,1411,4376.803889,2965.803889,Baltimore,3006.483333
190068,314879,439691,AZ,3/1/2020,1788,3488,4770,2605,5079,6999,3422,6670,9228,527,1636.696667,1109.696667,874,2711.458056,1837.458056,1221,3786.228056,2565.228056,Tucson,2711.460926
190068,314879,439691,AZ,3/1/2020,1788,3488,4770,2605,5079,6999,3422,6670,9228,527,1636.696667,1109.696667,874,2711.458056,1837.458056,1221,3786.228056,2565.228056,Phoenix,2711.460926
190215,332257,474300,CO,5/1/2015,1906,3702,5586,2916,5676,8671,3926,7650,11756,528,1637.9625,1109.9625,922,2861.101944,1939.101944,1317,4084.25,2767.25,Colorado Springs,2861.104815
190215,332257,474300,CO,5/1/2015,1906,3702,5586,2916,5676,8671,3926,7650,11756,528,1637.9625,1109.9625,922,2861.101944,1939.101944,1317,4084.25,2767.25,Fort Collins,2861.104815
190215,332257,474300,CO,5/1/2015,1906,3702,5586,2916,5676,8671,3926,7650,11756,528,1637.9625,1109.9625,922,2861.101944,1939.101944,1317,4084.25,2767.25,Greeley,2861.104815
190215,332257,474300,CO,5/1/2015,1906,3702,5586,2916,5676,8671,3926,7650,11756,528,1637.9625,1109.9625,922,2861.101944,1939.101944,1317,4084.25,2767.25,Denver,2861.104815
190215,332257,474300,CO,5/1/2015,1906,3702,5586,2916,5676,8671,3926,7650,11756,528,1637.9625,1109.9625,922,2861.101944,1939.101944,1317,4084.25,2767.25,Boulder,2861.104815
190295,349349,508404,MD,3/1/2019,289,828,1529,209,901,2019,130,975,2510,528,1638.651389,1110.651389,970,3008.283056,2038.283056,1412,4377.923333,2965.923333,Baltimore,3008.285926
190341,311180,432020,RI,11/1/2016,1084,2682,4658,1540,3575,6111,1996,4468,7564,528,1639.0475,1111.0475,864,2679.605556,1815.605556,1200,3720.172222,2520.172222,Providence,2679.608426
190403,349257,508111,MD,4/1/2019,108,397,936,-92,117,809,-293,-163,682,528,1639.581389,1111.581389,970,3007.490833,2037.490833,1411,4375.400278,2964.400278,Baltimore,3007.490833
190562,320395,450229,ID,10/1/2019,1622,3356,5059,2368,5126,7794,3115,6897,10530,529,1640.950556,1111.950556,889,2758.956944,1869.956944,1250,3876.971944,2626.971944,Boise City,2758.959815
190569,313510,436452,OR,11/1/2015,1581,3192,4749,2564,5320,7981,3547,7448,11214,529,1641.010833,1112.010833,870,2699.669444,1829.669444,1212,3758.336667,2546.336667,Portland,2699.672315
190632,347547,504462,CT,1/1/2021,2897,5743,8652,5108,10024,14957,7319,14304,21261,529,1641.553333,1112.553333,965,2992.765833,2027.765833,1401,4343.978333,2942.978333,Hartford,2992.765833
190632,347547,504462,CT,1/1/2021,2897,5743,8652,5108,10024,14957,7319,14304,21261,529,1641.553333,1112.553333,965,2992.765833,2027.765833,1401,4343.978333,2942.978333,New Haven,2992.765833
190632,347547,504462,CT,1/1/2021,2897,5743,8652,5108,10024,14957,7319,14304,21261,529,1641.553333,1112.553333,965,2992.765833,2027.765833,1401,4343.978333,2942.978333,Stamford,2992.765833
190684,303510,416336,UT,6/1/2016,1539,2936,3960,2196,4176,5560,2853,5415,7159,529,1642.001111,1113.001111,843,2613.558333,1770.558333,1156,3585.115556,2429.115556,Ogden,2613.558333
190684,303510,416336,UT,6/1/2016,1539,2936,3960,2196,4176,5560,2853,5415,7159,529,1642.001111,1113.001111,843,2613.558333,1770.558333,1156,3585.115556,2429.115556,Provo,2613.558333
190684,303510,416336,UT,6/1/2016,1539,2936,3960,2196,4176,5560,2853,5415,7159,529,1642.001111,1113.001111,843,2613.558333,1770.558333,1156,3585.115556,2429.115556,Salt Lake City,2613.558333
190743,347611,504479,WA,11/1/2015,1682,3473,5196,3002,6245,9533,4321,9016,13870,529,1642.509167,1113.509167,965,2993.316944,2028.316944,1401,4344.124722,2943.124722,Spokane,2993.316944
190743,347611,504479,WA,11/1/2015,1682,3473,5196,3002,6245,9533,4321,9016,13870,529,1642.509167,1113.509167,965,2993.316944,2028.316944,1401,4344.124722,2943.124722,Seattle,2993.316944
190832,349863,508894,MD,5/1/2019,429,537,826,606,514,723,783,490,620,530,1643.275556,1113.275556,971,3012.709167,2041.709167,1413,4382.142778,2969.142778,Baltimore,3012.709167
190864,311935,433007,RI,12/1/2016,523,1607,3205,755,2295,4330,987,2983,5455,530,1643.551111,1113.551111,866,2686.106944,1820.106944,1202,3728.671389,2526.671389,Providence,2686.109815
191228,312589,433950,RI,1/1/2017,364,887,1971,654,1409,2949,943,1930,3926,531,1646.685556,1115.685556,868,2691.738611,1823.738611,1205,3736.791667,2531.791667,Providence,2691.738611
191451,350775,510100,MD,6/1/2019,619,1048,1156,912,1518,1426,1206,1989,1696,531,1648.605833,1117.605833,974,3020.5625,2046.5625,1416,4392.527778,2976.527778,Baltimore,3020.56537
191611,321806,452002,ID,11/1/2019,1049,2671,4405,1411,3779,6537,1773,4888,8670,532,1649.983611,1117.983611,893,2771.107222,1878.107222,1255,3892.239444,2637.239444,Boise City,2771.110092
191845,351155,510466,MD,7/1/2019,394,1013,1442,380,1292,1898,366,1572,2355,532,1651.998611,1119.998611,975,3023.834722,2048.834722,1417,4395.679444,2978.679444,Baltimore,3023.837592
191916,313445,434975,RI,2/1/2017,688,1052,1575,856,1510,2265,1025,1968,2955,533,1652.61,1119.61,870,2699.109722,1829.109722,1208,3745.618056,2537.618056,Providence,2699.112593
192009,351114,510219,MD,9/1/2019,-14,164,558,-104,-41,339,-195,-247,119,533,1653.410833,1120.410833,975,3023.481667,2048.481667,1417,4393.5525,2976.5525,Baltimore,3023.481667
192023,351218,510414,MD,8/1/2019,178,572,1191,63,443,1355,-52,314,1520,533,1653.531389,1120.531389,975,3024.377222,2049.377222,1417,4395.231667,2978.231667,Baltimore,3024.380093
192043,351140,510237,MD,11/1/2019,-9,34,20,-35,26,-78,-62,18,-177,533,1653.703611,1120.703611,975,3023.705556,2048.705556,1417,4393.7075,2976.7075,Baltimore,3023.705556
192052,351175,510299,MD,10/1/2019,43,29,207,61,-43,20,80,-115,-167,533,1653.781111,1120.781111,975,3024.006944,2049.006944,1417,4394.241389,2977.241389,Baltimore,3024.009815
192076,335233,478391,CO,6/1/2015,1861,3767,5563,2976,5892,8652,4091,8017,11741,533,1653.987778,1120.987778,931,2886.728611,1955.728611,1328,4119.478056,2791.478056,Colorado Springs,2886.731482
192076,335233,478391,CO,6/1/2015,1861,3767,5563,2976,5892,8652,4091,8017,11741,533,1653.987778,1120.987778,931,2886.728611,1955.728611,1328,4119.478056,2791.478056,Fort Collins,2886.731482
192076,335233,478391,CO,6/1/2015,1861,3767,5563,2976,5892,8652,4091,8017,11741,533,1653.987778,1120.987778,931,2886.728611,1955.728611,1328,4119.478056,2791.478056,Greeley,2886.731482
192076,335233,478391,CO,6/1/2015,1861,3767,5563,2976,5892,8652,4091,8017,11741,533,1653.987778,1120.987778,931,2886.728611,1955.728611,1328,4119.478056,2791.478056,Denver,2886.731482
192076,335233,478391,CO,6/1/2015,1861,3767,5563,2976,5892,8652,4091,8017,11741,533,1653.987778,1120.987778,931,2886.728611,1955.728611,1328,4119.478056,2791.478056,Boulder,2886.731482
192146,351097,510049,MD,12/1/2019,103,94,137,-43,-78,-17,-188,-250,-170,533,1654.590556,1121.590556,975,3023.335278,2048.335278,1416,4392.088611,2976.088611,Baltimore,3023.338148
192218,306851,421484,NV,2/1/2018,2695,5176,8593,3588,6796,11322,4480,8416,14050,533,1655.210556,1122.210556,852,2642.328056,1790.328056,1170,3629.445556,2459.445556,Las Vegas,2642.328056
192280,316259,440238,OR,12/1/2015,1711,3292,4903,2749,5313,8069,3786,7333,11234,534,1655.744444,1121.744444,878,2723.341389,1845.341389,1222,3790.938333,2568.938333,Portland,2723.341389
192293,305819,419346,UT,7/1/2016,1609,3148,4545,2309,4505,6485,3010,5863,8425,534,1655.856389,1121.856389,849,2633.441389,1784.441389,1164,3611.035,2447.035,Ogden,2633.444259
192293,305819,419346,UT,7/1/2016,1609,3148,4545,2309,4505,6485,3010,5863,8425,534,1655.856389,1121.856389,849,2633.441389,1784.441389,1164,3611.035,2447.035,Provo,2633.444259
192293,305819,419346,UT,7/1/2016,1609,3148,4545,2309,4505,6485,3010,5863,8425,534,1655.856389,1121.856389,849,2633.441389,1784.441389,1164,3611.035,2447.035,Salt Lake City,2633.444259
192433,350529,508625,WA,12/1/2015,1690,3372,5163,2918,5920,9163,4146,8467,13162,534,1657.061944,1123.061944,973,3018.444167,2045.444167,1412,4379.826389,2967.826389,Spokane,3018.444167
192433,350529,508625,WA,12/1/2015,1690,3372,5163,2918,5920,9163,4146,8467,13162,534,1657.061944,1123.061944,973,3018.444167,2045.444167,1412,4379.826389,2967.826389,Seattle,3018.444167
192608,351686,510765,MD,1/1/2020,462,565,556,589,546,511,716,528,466,535,1658.568889,1123.568889,976,3028.407222,2052.407222,1418,4398.254167,2980.254167,Baltimore,3028.410093
192743,323300,453857,ID,12/1/2019,1132,2181,3803,1494,2905,5273,1855,3628,6743,535,1659.731389,1124.731389,898,2783.972222,1885.972222,1260,3908.213056,2648.213056,Boise City,2783.972222
192801,314705,436610,RI,3/1/2017,885,1573,1937,1260,2116,2770,1635,2660,3603,535,1660.230833,1125.230833,874,2709.959722,1835.959722,1212,3759.697222,2547.697222,Providence,2709.962592
192864,319273,445682,AZ,4/1/2020,2796,4584,6284,4394,6999,9473,5991,9413,12661,535,1660.773333,1125.773333,886,2749.295278,1863.295278,1238,3837.817222,2599.817222,Tucson,2749.295278
192864,319273,445682,AZ,4/1/2020,2796,4584,6284,4394,6999,9473,5991,9413,12661,535,1660.773333,1125.773333,886,2749.295278,1863.295278,1238,3837.817222,2599.817222,Phoenix,2749.295278
193061,352210,511360,MD,2/1/2020,453,915,1018,524,1113,1070,595,1311,1123,536,1662.469722,1126.469722,978,3032.919444,2054.919444,1420,4403.377778,2983.377778,Baltimore,3032.922315
193482,307377,421273,UT,8/1/2016,1189,2798,4337,1558,3867,6063,1927,4937,7790,537,1666.095,1129.095,853,2646.8575,1793.8575,1170,3627.628611,2457.628611,Ogden,2646.86037
193482,307377,421273,UT,8/1/2016,1189,2798,4337,1558,3867,6063,1927,4937,7790,537,1666.095,1129.095,853,2646.8575,1793.8575,1170,3627.628611,2457.628611,Provo,2646.86037
193482,307377,421273,UT,8/1/2016,1189,2798,4337,1558,3867,6063,1927,4937,7790,537,1666.095,1129.095,853,2646.8575,1793.8575,1170,3627.628611,2457.628611,Salt Lake City,2646.86037
193794,353478,513162,MD,3/1/2020,733,1186,1648,1268,1792,2381,1802,2397,3113,538,1668.781667,1130.781667,981,3043.838333,2062.838333,1425,4418.895,2993.895,Baltimore,3043.838333
193884,353262,512640,CT,2/1/2021,3252,6149,8995,5715,10823,15739,8178,15497,22482,538,1669.556667,1131.556667,981,3041.978333,2060.978333,1424,4414.4,2990.4,Hartford,3041.978333
193884,353262,512640,CT,2/1/2021,3252,6149,8995,5715,10823,15739,8178,15497,22482,538,1669.556667,1131.556667,981,3041.978333,2060.978333,1424,4414.4,2990.4,New Haven,3041.978333
193884,353262,512640,CT,2/1/2021,3252,6149,8995,5715,10823,15739,8178,15497,22482,538,1669.556667,1131.556667,981,3041.978333,2060.978333,1424,4414.4,2990.4,Stamford,3041.978333
193894,324980,456067,ID,1/1/2020,1151,2283,3332,1680,3174,4585,2210,4065,5838,538,1669.642778,1131.642778,902,2798.438889,1896.438889,1266,3927.243611,2661.243611,Boise City,2798.441759
193994,338287,482581,CO,7/1/2015,1918,3779,5685,3054,6030,8946,4190,8281,12207,538,1670.503889,1132.503889,939,2913.026944,1974.026944,1340,4155.558611,2815.558611,Colorado Springs,2913.029815
193994,338287,482581,CO,7/1/2015,1918,3779,5685,3054,6030,8946,4190,8281,12207,538,1670.503889,1132.503889,939,2913.026944,1974.026944,1340,4155.558611,2815.558611,Fort Collins,2913.029815
193994,338287,482581,CO,7/1/2015,1918,3779,5685,3054,6030,8946,4190,8281,12207,538,1670.503889,1132.503889,939,2913.026944,1974.026944,1340,4155.558611,2815.558611,Greeley,2913.029815
193994,338287,482581,CO,7/1/2015,1918,3779,5685,3054,6030,8946,4190,8281,12207,538,1670.503889,1132.503889,939,2913.026944,1974.026944,1340,4155.558611,2815.558611,Denver,2913.029815
193994,338287,482581,CO,7/1/2015,1918,3779,5685,3054,6030,8946,4190,8281,12207,538,1670.503889,1132.503889,939,2913.026944,1974.026944,1340,4155.558611,2815.558611,Boulder,2913.029815
194002,309214,424427,NV,3/1/2018,1784,4479,6960,2363,5951,9159,2943,7423,11359,538,1670.572778,1132.572778,858,2662.676111,1804.676111,1178,3654.788056,2476.788056,Las Vegas,2662.678982
194012,353039,512067,WA,1/1/2016,1579,3269,4951,2510,5428,8430,3442,7588,11909,538,1670.658889,1132.658889,980,3040.058056,2060.058056,1422,4409.465833,2987.465833,Spokane,3040.060926
194012,353039,512067,WA,1/1/2016,1579,3269,4951,2510,5428,8430,3442,7588,11909,538,1670.658889,1132.658889,980,3040.058056,2060.058056,1422,4409.465833,2987.465833,Seattle,3040.060926
194049,319083,444118,OR,1/1/2016,1769,3480,5061,2824,5573,8137,3880,7666,11213,539,1670.9775,1131.9775,886,2747.659167,1861.659167,1233,3824.349444,2591.349444,Portland,2747.662037
194368,354435,514502,MD,4/1/2020,574,1307,1760,957,2225,2749,1340,3142,3737,539,1673.724444,1134.724444,984,3052.079167,2068.079167,1429,4430.433889,3001.433889,Baltimore,3052.079167
194502,321610,448718,AZ,5/1/2020,1638,4434,6222,2337,6731,9336,3036,9027,12449,540,1674.878333,1134.878333,893,2769.419444,1876.419444,1246,3863.960556,2617.960556,Tucson,2769.419444
194502,321610,448718,AZ,5/1/2020,1638,4434,6222,2337,6731,9336,3036,9027,12449,540,1674.878333,1134.878333,893,2769.419444,1876.419444,1246,3863.960556,2617.960556,Phoenix,2769.419444
194827,317209,439591,RI,4/1/2017,2026,2911,3599,2504,3764,4620,2981,4616,5641,541,1677.676944,1136.676944,881,2731.521944,1850.521944,1221,3785.366944,2564.366944,Providence,2731.521944
194979,309385,423792,UT,9/1/2016,1497,2686,4295,2008,3566,5875,2519,4446,7456,541,1678.985833,1137.985833,859,2664.148611,1805.148611,1177,3649.32,2472.32,Ogden,2664.151481
194979,309385,423792,UT,9/1/2016,1497,2686,4295,2008,3566,5875,2519,4446,7456,541,1678.985833,1137.985833,859,2664.148611,1805.148611,1177,3649.32,2472.32,Provo,2664.151481
194979,309385,423792,UT,9/1/2016,1497,2686,4295,2008,3566,5875,2519,4446,7456,541,1678.985833,1137.985833,859,2664.148611,1805.148611,1177,3649.32,2472.32,Salt Lake City,2664.151481
195157,355780,516403,MD,5/1/2020,789,1363,2096,1345,2302,3570,1901,3241,5043,542,1680.518611,1138.518611,988,3063.661111,2075.661111,1434,4446.803611,3012.803611,Baltimore,3063.661111
195457,327513,459569,ID,2/1/2020,1563,2714,3846,2533,4213,5707,3502,5712,7567,542,1683.101944,1141.101944,909,2820.250833,1911.250833,1276,3957.399722,2681.399722,Boise City,2820.250833
195555,321233,446911,OR,2/1/2016,1506,3275,4986,2150,4974,7723,2793,6673,10459,543,1683.945833,1140.945833,892,2766.173056,1874.173056,1241,3848.400278,2607.400278,Portland,2766.173056
195873,356247,516622,WA,2/1/2016,1861,3440,5130,3208,5718,8636,4555,7997,12143,544,1686.684167,1142.684167,989,3067.6825,2078.6825,1435,4448.689444,3013.689444,Spokane,3067.68537
195873,356247,516622,WA,2/1/2016,1861,3440,5130,3208,5718,8636,4555,7997,12143,544,1686.684167,1142.684167,989,3067.6825,2078.6825,1435,4448.689444,3013.689444,Seattle,3067.68537
195982,341467,486953,CO,8/1/2015,1988,3906,5767,3180,6234,9210,4372,8562,12653,544,1687.622778,1143.622778,948,2940.410278,1992.410278,1352,4193.206389,2841.206389,Colorado Springs,2940.413148
195982,341467,486953,CO,8/1/2015,1988,3906,5767,3180,6234,9210,4372,8562,12653,544,1687.622778,1143.622778,948,2940.410278,1992.410278,1352,4193.206389,2841.206389,Fort Collins,2940.413148
195982,341467,486953,CO,8/1/2015,1988,3906,5767,3180,6234,9210,4372,8562,12653,544,1687.622778,1143.622778,948,2940.410278,1992.410278,1352,4193.206389,2841.206389,Greeley,2940.413148
195982,341467,486953,CO,8/1/2015,1988,3906,5767,3180,6234,9210,4372,8562,12653,544,1687.622778,1143.622778,948,2940.410278,1992.410278,1352,4193.206389,2841.206389,Denver,2940.413148
195982,341467,486953,CO,8/1/2015,1988,3906,5767,3180,6234,9210,4372,8562,12653,544,1687.622778,1143.622778,948,2940.410278,1992.410278,1352,4193.206389,2841.206389,Boulder,2940.413148
196017,357151,518286,MD,6/1/2020,860,1649,2223,1371,2716,3673,1883,3784,5124,544,1687.924167,1143.924167,992,3075.466944,2083.466944,1439,4463.018333,3024.018333,Baltimore,3075.469815
196124,323949,451775,AZ,6/1/2020,1622,3260,6056,2339,4676,9070,3057,6093,12084,544,1688.845556,1144.845556,899,2789.560833,1890.560833,1254,3890.284722,2636.284722,Tucson,2789.563704
196124,323949,451775,AZ,6/1/2020,1622,3260,6056,2339,4676,9070,3057,6093,12084,544,1688.845556,1144.845556,899,2789.560833,1890.560833,1254,3890.284722,2636.284722,Phoenix,2789.563704
196168,312232,428297,NV,4/1/2018,2166,3950,6645,3018,5381,8969,3870,6813,11293,544,1689.224444,1145.224444,867,2688.664444,1821.664444,1189,3688.113056,2499.113056,Las Vegas,2688.667315
196479,311408,426337,UT,10/1/2016,1500,2997,4186,2023,4031,5589,2545,5064,6991,545,1691.9025,1146.9025,865,2681.568889,1816.568889,1184,3671.235278,2487.235278,Ogden,2681.568889
196479,311408,426337,UT,10/1/2016,1500,2997,4186,2023,4031,5589,2545,5064,6991,545,1691.9025,1146.9025,865,2681.568889,1816.568889,1184,3671.235278,2487.235278,Provo,2681.568889
196479,311408,426337,UT,10/1/2016,1500,2997,4186,2023,4031,5589,2545,5064,6991,545,1691.9025,1146.9025,865,2681.568889,1816.568889,1184,3671.235278,2487.235278,Salt Lake City,2681.568889
197043,323480,449917,OR,3/1/2016,1488,2994,4763,2247,4397,7221,3006,5799,9679,547,1696.759167,1149.759167,898,2785.522222,1887.522222,1249,3874.285278,2625.285278,Portland,2785.522222
197070,320006,442942,RI,5/1/2017,2243,4269,5154,2797,5301,6561,3351,6332,7967,547,1696.991667,1149.991667,888,2755.607222,1867.607222,1230,3814.222778,2584.222778,Providence,2755.607222
197077,330179,463282,ID,3/1/2020,1620,3183,4334,2666,5199,6879,3713,7215,9425,547,1697.051944,1150.051944,917,2843.208056,1926.208056,1286,3989.372778,2703.372778,Boise City,2843.210926
197224,359214,521204,MD,7/1/2020,1207,2067,2856,2063,3434,4779,2918,4801,6702,547,1698.317778,1151.317778,997,3093.231667,2096.231667,1447,4488.145556,3041.145556,Baltimore,3093.231667
197353,359514,521675,CT,3/1/2021,3469,6721,9618,6252,11967,17075,9035,17213,24532,548,1699.428611,1151.428611,998,3095.815,2097.815,1449,4492.201389,3043.201389,Hartford,3095.815
197353,359514,521675,CT,3/1/2021,3469,6721,9618,6252,11967,17075,9035,17213,24532,548,1699.428611,1151.428611,998,3095.815,2097.815,1449,4492.201389,3043.201389,New Haven,3095.815
197353,359514,521675,CT,3/1/2021,3469,6721,9618,6252,11967,17075,9035,17213,24532,548,1699.428611,1151.428611,998,3095.815,2097.815,1449,4492.201389,3043.201389,Stamford,3095.815
197531,325763,453996,AZ,7/1/2020,1407,3029,4667,1814,4153,6490,2221,5278,8314,548,1700.961389,1152.961389,904,2805.181389,1901.181389,1261,3909.41,2648.41,Tucson,2805.184259
197531,325763,453996,AZ,7/1/2020,1407,3029,4667,1814,4153,6490,2221,5278,8314,548,1700.961389,1152.961389,904,2805.181389,1901.181389,1261,3909.41,2648.41,Phoenix,2805.184259
197598,359550,521502,WA,3/1/2016,1725,3586,5165,3303,6511,9021,4880,9435,12877,548,1701.538333,1153.538333,998,3096.125,2098.125,1448,4490.711667,3042.711667,Spokane,3096.125
197598,359550,521502,WA,3/1/2016,1725,3586,5165,3303,6511,9021,4880,9435,12877,548,1701.538333,1153.538333,998,3096.125,2098.125,1448,4490.711667,3042.711667,Seattle,3096.125
198071,344750,491429,CO,9/1/2015,2089,4077,5995,3283,6463,9517,4476,8848,13038,550,1705.611389,1155.611389,957,2968.680556,2011.680556,1365,4231.749722,2866.749722,Colorado Springs,2968.680556
198071,344750,491429,CO,9/1/2015,2089,4077,5995,3283,6463,9517,4476,8848,13038,550,1705.611389,1155.611389,957,2968.680556,2011.680556,1365,4231.749722,2866.749722,Fort Collins,2968.680556
198071,344750,491429,CO,9/1/2015,2089,4077,5995,3283,6463,9517,4476,8848,13038,550,1705.611389,1155.611389,957,2968.680556,2011.680556,1365,4231.749722,2866.749722,Greeley,2968.680556
198071,344750,491429,CO,9/1/2015,2089,4077,5995,3283,6463,9517,4476,8848,13038,550,1705.611389,1155.611389,957,2968.680556,2011.680556,1365,4231.749722,2866.749722,Denver,2968.680556
198071,344750,491429,CO,9/1/2015,2089,4077,5995,3283,6463,9517,4476,8848,13038,550,1705.611389,1155.611389,957,2968.680556,2011.680556,1365,4231.749722,2866.749722,Boulder,2968.680556
198341,314104,429868,UT,11/1/2016,1862,3362,4859,2696,4719,6727,3531,6076,8595,550,1707.936389,1157.936389,872,2704.784444,1832.784444,1194,3701.641111,2507.641111,Ogden,2704.787315
198341,314104,429868,UT,11/1/2016,1862,3362,4859,2696,4719,6727,3531,6076,8595,550,1707.936389,1157.936389,872,2704.784444,1832.784444,1194,3701.641111,2507.641111,Provo,2704.787315
198341,314104,429868,UT,11/1/2016,1862,3362,4859,2696,4719,6727,3531,6076,8595,550,1707.936389,1157.936389,872,2704.784444,1832.784444,1194,3701.641111,2507.641111,Salt Lake City,2704.787315
198361,315256,432151,NV,5/1/2018,2193,4359,6143,3024,6042,8405,3854,7724,10667,551,1708.108611,1157.108611,875,2714.704444,1839.704444,1200,3721.300278,2521.300278,Las Vegas,2714.704444
198750,326178,453606,OR,4/1/2016,1707,3195,4701,2698,4945,7095,3689,6695,9488,552,1711.458333,1159.458333,906,2808.755,1902.755,1260,3906.051667,2646.051667,Portland,2808.755
198764,361887,525011,MD,8/1/2020,1540,2747,3607,2673,4736,6107,3807,6725,8608,552,1711.578889,1159.578889,1005,3116.249167,2111.249167,1458,4520.928056,3062.928056,Baltimore,3116.252037
199122,333352,467582,ID,4/1/2020,2045,3665,5228,3173,5839,8372,4300,8013,11515,553,1714.661667,1161.661667,925,2870.531111,1945.531111,1298,4026.400556,2728.400556,Boise City,2870.531111
199361,322826,446291,RI,6/1/2017,2291,4534,6560,2820,5617,8121,3349,6700,9681,553,1716.719722,1163.719722,896,2779.890556,1883.890556,1239,3843.061389,2604.061389,Providence,2779.890556
199385,363176,526968,WA,4/1/2016,1787,3512,5373,3626,6929,10137,5466,10346,14901,553,1716.926389,1163.926389,1008,3127.348889,2119.348889,1463,4537.78,3074.78,Spokane,3127.351759
199385,363176,526968,WA,4/1/2016,1787,3512,5373,3626,6929,10137,5466,10346,14901,553,1716.926389,1163.926389,1008,3127.348889,2119.348889,1463,4537.78,3074.78,Seattle,3127.351759
200087,329667,459247,AZ,8/1/2020,2556,3963,5585,3904,5718,8057,5251,7472,10529,555,1722.971389,1167.971389,915,2838.799167,1923.799167,1275,3954.626944,2679.626944,Tucson,2838.799167
200087,329667,459247,AZ,8/1/2020,2556,3963,5585,3904,5718,8057,5251,7472,10529,555,1722.971389,1167.971389,915,2838.799167,1923.799167,1275,3954.626944,2679.626944,Phoenix,2838.799167
200094,347886,495678,CO,10/1/2015,2023,4112,6100,3136,6419,9599,4249,8725,13097,555,1723.031667,1168.031667,966,2995.685,2029.685,1376,4268.338333,2892.338333,Colorado Springs,2995.685
200094,347886,495678,CO,10/1/2015,2023,4112,6100,3136,6419,9599,4249,8725,13097,555,1723.031667,1168.031667,966,2995.685,2029.685,1376,4268.338333,2892.338333,Fort Collins,2995.685
