BottomTier,MiddleTier,TopTier,Lstate1,Date1,B_DiffPrevMonth,B_60DayChange,B_90DayChange,M_DiffPrevMonth,M_60DayChange,M_90DayChange,T_DiffPrevMonth,T_60DayChange,T_90DayChange,B_PrincipalMonthly,B_AvgMortgage,B_InterestMonthly,M_PrincipalMonthly,M_AvgMortgage,M_InterestMonthly,T_PrincipalMonthly,T_AvgMortgage,T_InterestMonthly,R_Monthly,CityName,R_DiffPrevMonth,R_60DayChange,R_90DayChange
50649,124420,198192,AR,1/1/2014,10,11,36,-36,-120,-123,-82,-251,-282,140,436.1441667,296.1441667,345,1071.394444,726.3944444,550,1706.653333,1156.653333,804,Little Rock,,,
50719,124541,198364,AR,2/1/2014,70,80,81,121,85,1,172,90,-79,140,436.7469444,296.7469444,345,1072.436389,727.4363888,551,1708.134444,1157.134444,781,Little Rock,-23,,
50846,124831,198816,AR,3/1/2014,127,197,207,290,411,375,452,624,542,141,437.8405555,296.8405555,346,1074.933611,728.9336111,552,1712.026667,1160.026667,788,Little Rock,7,-16,
50973,125116,199260,AR,4/1/2014,127,254,324,285,575,696,444,896,1068,141,438.9341667,297.9341667,347,1077.387778,730.3877778,553,1715.85,1162.85,806,Little Rock,18,25,2
51080,125354,199628,AR,5/1/2014,107,234,361,238,523,813,368,812,1264,141,439.8555555,298.8555555,348,1079.437222,731.4372222,554,1719.018889,1165.018889,799,Little Rock,-7,11,18
51148,124479,197810,OK,1/1/2014,136,198,293,338,511,750,539,823,1206,142,440.4411111,298.4411111,345,1071.9025,726.9025,549,1703.363889,1154.363889,880,Tulsa,-70,,
51148,124479,197810,OK,1/1/2014,136,198,293,338,511,750,539,823,1206,142,440.4411111,298.4411111,345,1071.9025,726.9025,549,1703.363889,1154.363889,950,Oklahoma City,,,
51156,125487,199819,AR,6/1/2014,76,183,310,133,371,656,191,559,1003,142,440.51,298.51,348,1080.5825,732.5825,555,1720.663611,1165.663611,798,Little Rock,-1,-8,10
51205,125553,199901,AR,7/1/2014,49,125,232,66,199,437,82,273,641,142,440.9319444,298.9319444,348,1081.150833,733.1508333,555,1721.369722,1166.369722,801,Little Rock,3,2,-5
51263,125631,200000,AR,8/1/2014,58,107,183,78,144,277,99,181,372,142,441.4313888,299.4313888,348,1081.8225,733.8225,555,1722.222222,1167.222222,812,Little Rock,11,14,13
51292,124805,198318,OK,2/1/2014,144,280,342,326,664,837,508,1047,1331,142,441.6811111,299.6811111,346,1074.709722,728.7097222,550,1707.738333,1157.738333,860,Tulsa,-20,-90,
51292,124805,198318,OK,2/1/2014,144,280,342,326,664,837,508,1047,1331,142,441.6811111,299.6811111,346,1074.709722,728.7097222,550,1707.738333,1157.738333,962,Oklahoma City,102,82,12
51345,125766,200188,AR,9/1/2014,82,140,189,135,213,279,188,287,369,142,442.1375,300.1375,349,1082.985,733.985,556,1723.841111,1167.841111,808,Little Rock,-4,7,10
51442,125095,198749,OK,3/1/2014,150,294,430,290,616,954,431,939,1478,142,442.9727778,300.9727778,347,1077.206944,730.2069444,552,1711.449722,1159.449722,871,Tulsa,-92,-91,11
51442,125095,198749,OK,3/1/2014,150,294,430,290,616,954,431,939,1478,142,442.9727778,300.9727778,347,1077.206944,730.2069444,552,1711.449722,1159.449722,963,Oklahoma City,1,103,83
51465,126027,200590,AR,10/1/2014,120,202,260,261,396,474,402,590,689,142,443.1708333,301.1708333,350,1085.2325,735.2325,557,1727.302778,1170.302778,802,Little Rock,-6,-10,1
51546,125280,199015,OK,4/1/2014,104,254,398,185,475,801,266,697,1205,143,443.8683333,300.8683333,348,1078.8,730.8,552,1713.740278,1161.740278,866,Tulsa,-5,-97,-96
51546,125280,199015,OK,4/1/2014,104,254,398,185,475,801,266,697,1205,143,443.8683333,300.8683333,348,1078.8,730.8,552,1713.740278,1161.740278,978,Oklahoma City,112,107,15
51592,126320,201048,AR,11/1/2014,127,247,329,293,554,689,458,860,1048,143,444.2644444,301.2644444,350,1087.755556,737.7555555,558,1731.246667,1173.246667,796,Little Rock,-6,-12,-16
51698,125597,199497,OK,5/1/2014,152,256,406,317,502,792,482,748,1179,143,445.1772222,302.1772222,348,1081.529722,733.5297222,554,1717.890833,1163.890833,888,Tulsa,-105,-90,22
51698,125597,199497,OK,5/1/2014,152,256,406,317,502,792,482,748,1179,143,445.1772222,302.1772222,348,1081.529722,733.5297222,554,1717.890833,1163.890833,993,Oklahoma City,15,127,122
51729,126679,201630,AR,12/1/2014,137,264,384,359,652,913,582,1040,1442,143,445.4441667,302.4441667,351,1090.846944,739.8469444,560,1736.258333,1176.258333,791,Little Rock,-5,-11,-17
51843,125877,199912,OK,6/1/2014,145,297,401,280,597,782,415,897,1163,144,446.4258333,302.4258333,349,1083.940833,734.9408333,555,1721.464444,1166.464444,902,Tulsa,14,-91,-76
51843,125877,199912,OK,6/1/2014,145,297,401,280,597,782,415,897,1163,144,446.4258333,302.4258333,349,1083.940833,734.9408333,555,1721.464444,1166.464444,1006,Oklahoma City,104,118,13
51860,126994,202128,AR,1/1/2015,131,268,395,315,674,967,498,1080,1538,144,446.5722222,302.5722222,352,1093.559444,741.5594444,561,1740.546667,1179.546667,797,Little Rock,6,1,-5
51969,127230,202492,AR,2/1/2015,109,240,377,236,551,910,364,862,1444,144,447.5108333,303.5108333,353,1095.591667,742.5916667,562,1743.681111,1181.681111,801,Little Rock,4,10,5
52008,126209,200411,OK,7/1/2014,165,310,462,332,612,929,499,914,1396,144,447.8466667,303.8466667,350,1086.799722,736.7997222,556,1725.761389,1169.761389,916,Tulsa,-92,-90,14
52008,126209,200411,OK,7/1/2014,165,310,462,332,612,929,499,914,1396,144,447.8466667,303.8466667,350,1086.799722,736.7997222,556,1725.761389,1169.761389,1008,Oklahoma City,2,106,120
52062,127367,202672,AR,3/1/2015,93,202,333,137,373,688,180,544,1042,144,448.3116667,304.3116667,353,1096.771389,743.7713888,562,1745.231111,1183.231111,801,Little Rock,0,4,10
52148,126464,200781,OK,8/1/2014,140,305,450,255,587,867,370,869,1284,144,449.0522222,305.0522222,351,1088.995556,737.9955555,557,1728.9475,1171.9475,928,Tulsa,12,-80,-78
52148,126464,200781,OK,8/1/2014,140,305,450,255,587,867,370,869,1284,144,449.0522222,305.0522222,351,1088.995556,737.9955555,557,1728.9475,1171.9475,1007,Oklahoma City,79,91,-1
52163,127507,202852,AR,4/1/2015,101,194,303,140,277,513,180,360,724,144,449.1813888,305.1813888,354,1097.976944,743.9769444,563,1746.781111,1183.781111,807,Little Rock,6,6,10
52260,127628,202997,AR,5/1/2015,97,198,291,121,261,398,145,325,505,145,450.0166667,305.0166667,354,1099.018889,745.0188888,563,1748.029722,1185.029722,810,Little Rock,3,9,9
52304,126796,201288,OK,9/1/2014,156,296,461,332,587,919,507,877,1376,145,450.3955555,305.3955555,352,1091.854444,739.8544444,559,1733.313333,1174.313333,928,Tulsa,-72,-79,0
52304,126796,201288,OK,9/1/2014,156,296,461,332,587,919,507,877,1376,145,450.3955555,305.3955555,352,1091.854444,739.8544444,559,1733.313333,1174.313333,1000,Oklahoma City,-7,72,84
52383,127854,203325,AR,6/1/2015,123,220,321,226,347,487,328,473,653,145,451.0758333,306.0758333,355,1100.965,745.965,564,1750.854167,1186.854167,823,Little Rock,13,16,22
52527,128122,203718,AR,7/1/2015,144,267,364,268,494,615,393,721,866,145,452.3158333,307.3158333,355,1103.272778,748.2727778,565,1754.238333,1189.238333,817,Little Rock,-6,7,10
52592,127384,202176,OK,10/1/2014,288,444,584,588,920,1175,888,1395,1765,146,452.8755555,306.8755555,353,1096.917778,743.9177778,561,1740.96,1179.96,921,Tulsa,-7,-79,-86
52592,127384,202176,OK,10/1/2014,288,444,584,588,920,1175,888,1395,1765,146,452.8755555,306.8755555,353,1096.917778,743.9177778,561,1740.96,1179.96,1003,Oklahoma City,82,75,3
52692,128460,204229,AR,8/1/2015,165,309,432,338,606,832,511,904,1232,146,453.7366667,307.7366667,356,1106.183333,750.1833333,567,1758.638611,1191.638611,813,Little Rock,-4,-10,3
52852,127908,202964,OK,11/1/2014,260,548,704,524,1112,1444,788,1676,2183,146,455.1144444,309.1144444,355,1101.43,746.43,563,1747.745556,1184.745556,921,Tulsa,-83,-82,0
52852,127908,202964,OK,11/1/2014,260,548,704,524,1112,1444,788,1676,2183,146,455.1144444,309.1144444,355,1101.43,746.43,563,1747.745556,1184.745556,1004,Oklahoma City,1,83,76
52852,128783,204714,AR,9/1/2015,160,325,469,323,661,929,485,996,1389,146,455.1144444,309.1144444,357,1108.964722,751.9647222,568,1762.815,1194.815,809,Little Rock,-4,-8,-14
52996,129060,205124,AR,10/1/2015,144,304,469,277,600,938,410,895,1406,147,456.3544444,309.3544444,358,1111.35,753.35,569,1766.345556,1197.345556,815,Little Rock,6,2,-2
53089,128343,203598,OK,12/1/2014,237,497,785,435,959,1547,634,1422,2310,147,457.1552778,310.1552778,356,1105.175833,749.1758333,565,1753.205,1188.205,922,Tulsa,1,-82,-81
53089,128343,203598,OK,12/1/2014,237,497,785,435,959,1547,634,1422,2310,147,457.1552778,310.1552778,356,1105.175833,749.1758333,565,1753.205,1188.205,1000,Oklahoma City,78,79,-4
53154,129390,205627,AR,11/1/2015,158,302,462,330,607,930,503,913,1398,147,457.715,310.715,359,1114.191667,755.1916667,571,1770.676944,1199.676944,807,Little Rock,-8,-2,-6
53220,128607,203995,OK,1/1/2015,131,368,628,264,699,1223,397,1031,1819,147,458.2833333,311.2833333,357,1107.449167,750.4491667,566,1756.623611,1190.623611,924,Tulsa,-76,-76,2
53220,128607,203995,OK,1/1/2015,131,368,628,264,699,1223,397,1031,1819,147,458.2833333,311.2833333,357,1107.449167,750.4491667,566,1756.623611,1190.623611,1000,Oklahoma City,0,78,79
53306,129661,206017,AR,12/1/2015,152,310,454,271,601,878,390,893,1303,148,459.0238888,311.0238888,360,1116.525278,756.5252778,572,1774.035278,1202.035278,810,Little Rock,3,-5,1
53388,128975,204562,OK,2/1/2015,168,299,536,368,632,1067,567,964,1598,148,459.73,311.73,358,1110.618056,752.6180555,568,1761.506111,1193.506111,928,Tulsa,4,-72,-72
53388,128975,204562,OK,2/1/2015,168,299,536,368,632,1067,567,964,1598,148,459.73,311.73,358,1110.618056,752.6180555,568,1761.506111,1193.506111,1002,Oklahoma City,74,78,2
53457,129968,206479,AR,1/1/2016,151,303,461,307,578,908,462,852,1355,148,460.3241667,312.3241667,361,1119.168889,758.1688888,573,1778.013611,1205.013611,810,Little Rock,0,3,-5
53581,129423,205266,OK,3/1/2015,193,361,492,448,816,1080,704,1271,1668,148,461.3919444,313.3919444,359,1114.475833,755.4758333,570,1767.568333,1197.568333,938,Tulsa,-69,-64,10
53581,129423,205266,OK,3/1/2015,193,361,492,448,816,1080,704,1271,1668,148,461.3919444,313.3919444,359,1114.475833,755.4758333,570,1767.568333,1197.568333,1007,Oklahoma City,5,79,83
53607,130295,206984,AR,2/1/2016,150,301,453,327,634,905,505,967,1357,148,461.6158333,313.6158333,361,1121.984722,760.9847222,574,1782.362222,1208.362222,815,Little Rock,5,5,8
53757,130683,207609,AR,3/1/2016,150,300,451,388,715,1022,625,1130,1592,149,462.9075,313.9075,363,1125.325833,762.3258333,576,1787.744167,1211.744167,816,Little Rock,1,6,6
53768,129832,205897,OK,4/1/2015,187,380,548,409,857,1225,631,1335,1902,149,463.0022222,314.0022222,360,1117.997778,757.9977778,571,1773.001944,1202.001944,942,Tulsa,4,-65,-60
53768,129832,205897,OK,4/1/2015,187,380,548,409,857,1225,631,1335,1902,149,463.0022222,314.0022222,360,1117.997778,757.9977778,571,1773.001944,1202.001944,1014,Oklahoma City,72,76,7
53906,130100,206294,OK,5/1/2015,138,325,518,268,677,1125,397,1028,1732,149,464.1905555,315.1905555,361,1120.305556,759.3055555,573,1776.420556,1203.420556,929,Tulsa,-102,-85,-13
53906,130100,206294,OK,5/1/2015,138,325,518,268,677,1125,397,1028,1732,149,464.1905555,315.1905555,361,1120.305556,759.3055555,573,1776.420556,1203.420556,1031,Oklahoma City,17,89,93
53907,131092,208277,AR,4/1/2016,150,300,450,409,797,1124,668,1293,1798,149,464.1991667,315.1991667,364,1128.847778,764.8477778,578,1793.496389,1215.496389,818,Little Rock,2,3,8
54051,130397,206743,OK,6/1/2015,145,283,470,297,565,974,449,846,1477,150,465.4391667,315.4391667,362,1122.863056,760.8630555,574,1780.286944,1206.286944,938,Tulsa,9,-93,-76
54051,130397,206743,OK,6/1/2015,145,283,470,297,565,974,449,846,1477,150,465.4391667,315.4391667,362,1122.863056,760.8630555,574,1780.286944,1206.286944,1037,Oklahoma City,99,108,6
54074,131522,208970,AR,5/1/2016,167,317,467,430,839,1227,693,1361,1986,150,465.6372222,315.6372222,365,1132.550556,767.5505555,580,1799.463889,1219.463889,813,Little Rock,-5,-3,-2
54171,130654,207137,OK,7/1/2015,120,265,403,257,554,822,394,843,1240,150,466.4725,316.4725,362,1125.076111,763.0761111,575,1783.679722,1208.679722,943,Tulsa,-87,-94,5
54171,130654,207137,OK,7/1/2015,120,265,403,257,554,822,394,843,1240,150,466.4725,316.4725,362,1125.076111,763.0761111,575,1783.679722,1208.679722,1030,Oklahoma City,-7,92,101
54261,131959,209657,AR,6/1/2016,187,354,504,437,867,1276,687,1380,2048,150,467.2475,317.2475,366,1136.313611,770.3136111,582,1805.379722,1223.379722,821,Little Rock,8,3,5
54289,130917,207546,OK,8/1/2015,118,238,383,263,520,817,409,803,1252,150,467.4886111,317.4886111,363,1127.340833,764.3408333,576,1787.201667,1211.201667,961,Tulsa,18,-69,-76
54289,130917,207546,OK,8/1/2015,118,238,383,263,520,817,409,803,1252,150,467.4886111,317.4886111,363,1127.340833,764.3408333,576,1787.201667,1211.201667,1029,Oklahoma City,68,86,-1
54362,130998,207635,OK,10/1/2015,-13,73,191,-72,81,344,-131,89,498,151,468.1172222,317.1172222,363,1128.038333,765.0383333,576,1787.968056,1211.968056,944,Tulsa,-8,-77,-85
54362,130998,207635,OK,10/1/2015,-13,73,191,-72,81,344,-131,89,498,151,468.1172222,317.1172222,363,1128.038333,765.0383333,576,1787.968056,1211.968056,1012,Oklahoma City,68,60,-9
54370,130969,207569,OK,11/1/2015,8,-5,81,-29,-101,52,-66,-197,23,151,468.1861111,317.1861111,363,1127.788611,764.7886111,576,1787.399722,1211.399722,945,Tulsa,-66,-67,1
54370,130969,207569,OK,11/1/2015,8,-5,81,-29,-101,52,-66,-197,23,151,468.1861111,317.1861111,363,1127.788611,764.7886111,576,1787.399722,1211.399722,1011,Oklahoma City,-1,67,59
54375,131070,207766,OK,9/1/2015,86,204,324,153,416,673,220,629,1023,151,468.2291667,317.2291667,364,1128.658333,764.6583333,577,1789.096111,1212.096111,952,Tulsa,-69,-77,-9
54375,131070,207766,OK,9/1/2015,86,204,324,153,416,673,220,629,1023,151,468.2291667,317.2291667,364,1128.658333,764.6583333,577,1789.096111,1212.096111,1021,Oklahoma City,-8,60,78
54420,131038,207657,OK,12/1/2015,50,58,45,69,40,-32,88,22,-109,151,468.6166667,317.6166667,363,1128.382778,765.3827778,576,1788.1575,1212.1575,939,Tulsa,-6,-72,-73
54420,131038,207657,OK,12/1/2015,50,58,45,69,40,-32,88,22,-109,151,468.6166667,317.6166667,363,1128.382778,765.3827778,576,1788.1575,1212.1575,1002,Oklahoma City,63,57,-9
54420,132331,210242,AR,7/1/2016,159,346,513,372,809,1239,585,1272,1965,151,468.6166667,317.6166667,367,1139.516944,772.5169444,584,1810.417222,1226.417222,826,Little Rock,5,13,8
54558,132641,210724,AR,8/1/2016,138,297,484,310,682,1119,482,1067,1754,151,469.805,318.805,368,1142.186389,774.1863888,585,1814.567778,1229.567778,827,Little Rock,1,6,14
54598,131363,208128,OK,1/1/2016,178,228,236,325,394,365,471,559,493,151,470.1494444,319.1494444,364,1131.181389,767.1813888,578,1792.213333,1214.213333,944,Tulsa,-59,-58,5
54598,131363,208128,OK,1/1/2016,178,228,236,325,394,365,471,559,493,151,470.1494444,319.1494444,364,1131.181389,767.1813888,578,1792.213333,1214.213333,1003,Oklahoma City,1,64,58
54701,132954,211207,AR,9/1/2016,143,281,440,313,623,995,483,965,1550,151,471.0363888,320.0363888,369,1144.881667,775.8816667,586,1818.726944,1232.726944,828,Little Rock,1,2,7
54792,131742,208692,OK,2/1/2016,194,372,422,379,704,773,564,1035,1123,152,471.82,319.82,365,1134.445,769.445,579,1797.07,1218.07,939,Tulsa,-5,-64,-63
54792,131742,208692,OK,2/1/2016,194,372,422,379,704,773,564,1035,1123,152,471.82,319.82,365,1134.445,769.445,579,1797.07,1218.07,1013,Oklahoma City,74,69,10
54875,133315,211755,AR,10/1/2016,174,317,455,361,674,984,548,1031,1513,152,472.5347222,320.5347222,370,1147.990278,777.9902778,588,1823.445833,1235.445833,822,Little Rock,-6,-5,-4
54969,132094,209219,OK,3/1/2016,177,371,549,352,731,1056,527,1091,1562,152,473.3441667,321.3441667,366,1137.476111,771.4761111,581,1801.608056,1220.608056,946,Tulsa,-73,-67,7
54969,132094,209219,OK,3/1/2016,177,371,549,352,731,1056,527,1091,1562,152,473.3441667,321.3441667,366,1137.476111,771.4761111,581,1801.608056,1220.608056,1019,Oklahoma City,6,80,75
55058,133712,212367,AR,11/1/2016,183,357,500,397,758,1071,612,1160,1643,152,474.1105555,322.1105555,371,1151.408889,780.4088888,589,1828.715833,1239.715833,825,Little Rock,3,-3,-2
55129,132409,209690,OK,4/1/2016,160,337,531,315,667,1046,471,998,1562,153,474.7219444,321.7219444,367,1140.188611,773.1886111,582,1805.663889,1223.663889,952,Tulsa,6,-67,-61
55129,132409,209690,OK,4/1/2016,160,337,531,315,667,1046,471,998,1562,153,474.7219444,321.7219444,367,1140.188611,773.1886111,582,1805.663889,1223.663889,1022,Oklahoma City,70,76,3
55236,134137,213038,AR,12/1/2016,178,361,535,425,822,1183,671,1283,1831,153,475.6433333,322.6433333,372,1155.068611,783.0686111,591,1834.493889,1243.493889,820,Little Rock,-5,-2,-8
55284,132734,210184,OK,5/1/2016,155,315,492,325,640,992,494,965,1492,153,476.0566667,323.0566667,368,1142.987222,774.9872222,583,1809.917778,1226.917778,958,Tulsa,-71,-64,6
55284,132734,210184,OK,5/1/2016,155,315,492,325,640,992,494,965,1492,153,476.0566667,323.0566667,368,1142.987222,774.9872222,583,1809.917778,1226.917778,1029,Oklahoma City,7,77,83
55415,134556,213698,AR,1/1/2017,179,357,540,419,844,1241,660,1331,1943,153,477.1847222,324.1847222,373,1158.676667,785.6766667,593,1840.177222,1247.177222,822,Little Rock,2,-3,0
55442,133073,210704,OK,6/1/2016,158,313,473,339,664,979,520,1014,1485,154,477.4172222,323.4172222,369,1145.906389,776.9063888,585,1814.395556,1229.395556,964,Tulsa,6,-65,-58
55442,133073,210704,OK,6/1/2016,158,313,473,339,664,979,520,1014,1485,154,477.4172222,323.4172222,369,1145.906389,776.9063888,585,1814.395556,1229.395556,1033,Oklahoma City,69,75,4
55582,134896,214210,AR,2/1/2017,167,346,524,340,759,1184,512,1172,1843,154,478.6227778,324.6227778,374,1161.604444,787.6044444,595,1844.586111,1249.586111,827,Little Rock,5,7,2
55622,133435,211249,OK,7/1/2016,180,338,493,362,701,1026,545,1065,1559,154,478.9672222,324.9672222,370,1149.023611,779.0236111,586,1819.088611,1233.088611,964,Tulsa,-64,-69,0
55622,133435,211249,OK,7/1/2016,180,338,493,362,701,1026,545,1065,1559,154,478.9672222,324.9672222,370,1149.023611,779.0236111,586,1819.088611,1233.088611,1028,Oklahoma City,-5,64,70
55778,135297,214816,AR,3/1/2017,196,363,542,401,741,1160,606,1118,1778,154,480.3105555,326.3105555,375,1165.0575,790.0575,596,1849.804444,1253.804444,832,Little Rock,5,10,12
55792,121845,187899,MS,1/1/2014,31,64,69,50,97,82,69,131,96,154,480.4311111,326.4311111,338,1049.220833,711.2208333,521,1618.019167,1097.019167,1033,Jackson,,,
55796,133754,211713,OK,8/1/2016,174,354,512,319,681,1020,464,1009,1529,154,480.4655555,326.4655555,371,1151.770556,780.7705555,588,1823.084167,1235.084167,963,Tulsa,-1,-65,-70
55796,133754,211713,OK,8/1/2016,174,354,512,319,681,1020,464,1009,1529,154,480.4655555,326.4655555,371,1151.770556,780.7705555,588,1823.084167,1235.084167,1024,Oklahoma City,61,60,-4
55880,121996,188112,MS,2/1/2014,88,119,152,151,201,248,213,282,344,155,481.1888888,326.1888888,338,1050.521111,712.5211111,522,1619.853333,1097.853333,979,Jackson,-54,,
55888,140417,224946,AL,1/1/2014,75,212,330,197,474,691,319,736,1051,155,481.2577778,326.2577778,390,1209.146389,819.1463888,624,1937.035,1313.035,924,Birmingham,,,
55946,140578,225210,AL,2/1/2014,58,133,270,161,358,635,264,583,1000,155,481.7572222,326.7572222,390,1210.532778,820.5327778,625,1939.308333,1314.308333,944,Birmingham,20,,
55962,140649,225336,AL,3/1/2014,16,74,149,71,232,429,126,390,709,155,481.895,326.895,390,1211.144167,821.1441667,625,1940.393333,1315.393333,937,Birmingham,-7,13,
55967,135620,215274,AR,4/1/2017,189,385,552,323,724,1064,458,1064,1576,155,481.9380555,326.9380555,376,1167.838889,791.8388888,597,1853.748333,1256.748333,833,Little Rock,1,6,11
55969,122108,188248,MS,3/1/2014,89,177,208,112,263,313,136,349,418,155,481.9552778,326.9552778,339,1051.485556,712.4855555,522,1621.024444,1099.024444,992,Jackson,13,-41,
55982,134082,212183,OK,9/1/2016,186,360,540,328,647,1009,470,934,1479,155,482.0672222,327.0672222,372,1154.595,782.595,589,1827.131389,1238.131389,955,Tulsa,-59,-69,-8
55982,134082,212183,OK,9/1/2016,186,360,540,328,647,1009,470,934,1479,155,482.0672222,327.0672222,372,1154.595,782.595,589,1827.131389,1238.131389,1014,Oklahoma City,-10,51,50
56051,140872,225694,AL,4/1/2014,89,105,163,223,294,455,358,484,748,155,482.6613888,327.6613888,391,1213.064444,822.0644444,626,1943.476111,1317.476111,935,Birmingham,-2,-9,11
56123,122350,188578,MS,4/1/2014,154,243,331,242,354,505,330,466,679,155,483.2813888,328.2813888,339,1053.569444,714.5694444,523,1623.866111,1100.866111,1010,Jackson,18,31,-23
56181,134458,212735,OK,10/1/2016,199,385,559,376,704,1023,552,1022,1486,156,483.7808333,327.7808333,373,1157.832778,784.8327778,590,1831.884722,1241.884722,957,Tulsa,2,-57,-67
56181,134458,212735,OK,10/1/2016,199,385,559,376,704,1023,552,1022,1486,156,483.7808333,327.7808333,373,1157.832778,784.8327778,590,1831.884722,1241.884722,1003,Oklahoma City,46,48,-11
56186,136028,215870,AR,5/1/2017,219,408,604,408,731,1132,596,1054,1660,156,483.8238888,327.8238888,377,1171.352222,794.3522222,599,1858.880556,1259.880556,833,Little Rock,0,1,6
56188,141227,226267,AL,5/1/2014,137,226,242,355,578,649,573,931,1057,156,483.8411111,327.8411111,392,1216.121389,824.1213888,628,1948.410278,1320.410278,937,Birmingham,2,0,-7
56286,122589,188892,MS,5/1/2014,163,317,406,239,481,593,314,644,780,156,484.685,328.685,340,1055.6275,715.6275,524,1626.57,1102.57,1052,Jackson,42,60,73
56354,141645,226937,AL,6/1/2014,166,303,392,418,773,996,670,1243,1601,156,485.2705555,329.2705555,393,1219.720833,826.7208333,630,1954.179722,1324.179722,951,Birmingham,14,16,14
56355,134799,213244,OK,11/1/2016,174,373,559,341,717,1045,509,1061,1531,156,485.2791667,329.2791667,374,1160.769167,786.7691667,592,1836.267778,1244.267778,955,Tulsa,-40,-48,-2
56355,134799,213244,OK,11/1/2016,174,373,559,341,717,1045,509,1061,1531,156,485.2791667,329.2791667,374,1160.769167,786.7691667,592,1836.267778,1244.267778,995,Oklahoma City,-8,38,40
56380,136379,216379,AR,6/1/2017,194,413,602,351,759,1082,509,1105,1563,156,485.4944444,329.4944444,378,1174.374722,796.3747222,601,1863.263611,1262.263611,834,Little Rock,1,1,2
56396,130612,204828,KY,1/1/2014,53,180,296,149,472,746,244,763,1195,156,485.6322222,329.6322222,362,1124.714444,762.7144444,568,1763.796667,1195.796667,824,Louisville-Jefferson County,,,
56457,122843,189230,MS,6/1/2014,171,334,488,254,493,735,338,652,982,156,486.1575,330.1575,341,1057.814722,716.8147222,525,1629.480556,1104.480556,1064,Jackson,12,54,72
56494,130855,205217,KY,2/1/2014,98,151,278,243,392,715,389,633,1152,156,486.4761111,330.4761111,363,1126.806944,763.8069444,570,1767.146389,1197.146389,862,Louisville-Jefferson County,38,,
56499,141992,227485,AL,7/1/2014,145,311,448,347,765,1120,548,1218,1791,156,486.5191667,330.5191667,394,1222.708889,828.7088888,631,1958.898611,1327.898611,956,Birmingham,5,19,21
56531,135148,213765,OK,12/1/2016,176,350,549,349,690,1066,521,1030,1582,157,486.7947222,329.7947222,375,1163.774444,788.7744444,593,1840.754167,1247.754167,956,Tulsa,1,-39,-47
56531,135148,213765,OK,12/1/2016,176,350,549,349,690,1066,521,1030,1582,157,486.7947222,329.7947222,375,1163.774444,788.7744444,593,1840.754167,1247.754167,1003,Oklahoma City,47,48,8
56558,130959,205361,KY,3/1/2014,64,162,215,104,347,496,144,533,777,157,487.0272222,330.0272222,363,1127.7025,764.7025,570,1768.386389,1198.386389,851,Louisville-Jefferson County,-11,27,
56619,135329,214039,OK,1/1/2017,88,264,438,181,530,871,274,795,1304,157,487.5525,330.5525,375,1165.333056,790.3330555,594,1843.113611,1249.113611,955,Tulsa,-44,-48,-1
56619,135329,214039,OK,1/1/2017,88,264,438,181,530,871,274,795,1304,157,487.5525,330.5525,375,1165.333056,790.3330555,594,1843.113611,1249.113611,999,Oklahoma City,-4,43,44
56631,136923,217215,AR,7/1/2017,251,445,664,544,895,1303,836,1345,1941,157,487.6558333,330.6558333,380,1179.059167,799.0591667,603,1870.4625,1267.4625,836,Little Rock,2,3,3
56639,142269,227899,AL,8/1/2014,140,285,451,277,624,1042,414,962,1632,157,487.7247222,330.7247222,395,1225.094167,830.0941667,633,1962.463611,1329.463611,964,Birmingham,8,13,27
56640,123149,189658,MS,7/1/2014,183,354,517,306,560,799,428,766,1080,157,487.7333333,330.7333333,342,1060.449722,718.4497222,526,1633.166111,1107.166111,1081,Jackson,17,29,71
56690,131196,205702,KY,4/1/2014,132,196,294,237,341,584,341,485,874,157,488.1638888,331.1638888,364,1129.743333,765.7433333,571,1771.322778,1200.322778,852,Louisville-Jefferson County,1,-10,28
56736,142467,228198,AL,9/1/2014,97,237,382,198,475,822,299,713,1261,157,488.56,331.56,395,1226.799167,831.7991667,633,1965.038333,1332.038333,974,Birmingham,10,18,23
56754,135568,214382,OK,2/1/2017,135,223,399,239,420,769,343,617,1138,157,488.715,331.715,376,1167.391111,791.3911111,595,1846.067222,1251.067222,951,Tulsa,-4,-48,-52
56754,135568,214382,OK,2/1/2017,135,223,399,239,420,769,343,617,1138,157,488.715,331.715,376,1167.391111,791.3911111,595,1846.067222,1251.067222,1006,Oklahoma City,55,51,7
56809,131394,205979,KY,5/1/2014,119,251,315,198,435,539,277,618,762,157,489.1886111,332.1886111,364,1131.448333,767.4483333,572,1773.708056,1201.708056,871,Louisville-Jefferson County,19,20,9
56839,142695,228552,AL,10/1/2014,103,200,340,228,426,703,354,653,1067,157,489.4469444,332.4469444,396,1228.7625,832.7625,634,1968.086667,1334.086667,962,Birmingham,-12,-2,6
56873,123538,190203,MS,8/1/2014,233,416,587,389,695,949,545,973,1311,157,489.7397222,332.7397222,343,1063.799444,720.7994444,528,1637.859167,1109.859167,1126,Jackson,45,62,74
56880,137476,218072,AR,8/1/2017,249,500,694,553,1097,1448,857,1693,2202,158,489.8,331.8,381,1183.821111,802.8211111,605,1877.842222,1272.842222,839,Little Rock,3,5,6
