BottomTier,MiddleTier,TopTier,Lstate1,Date1,B_DiffPrevMonth,B_60DayChange,B_90DayChange,M_DiffPrevMonth,M_60DayChange,M_90DayChange,T_DiffPrevMonth,T_60DayChange,T_90DayChange,B_PrincipalMonthly,B_AvgMortgage,B_InterestMonthly,M_PrincipalMonthly,M_AvgMortgage,M_InterestMonthly,T_PrincipalMonthly,T_AvgMortgage,T_InterestMonthly,R_Monthly,CityName,R_DiffPrevMonth,R_60DayChange,R_90DayChange
231218,421693,612168,WA,8/1/2017,2269,4537,6741,4254,8914,13501,6238,13291,20261,642,1991.043889,1349.043889,1171,3631.245278,2460.245278,1700,5271.446667,3571.446667,1053,Spokane,-1,-732,-717
231218,421693,612168,WA,8/1/2017,2269,4537,6741,4254,8914,13501,6238,13291,20261,642,1991.043889,1349.043889,1171,3631.245278,2460.245278,1700,5271.446667,3571.446667,1785,Seattle,732,731,0
231406,361624,491843,RI,2/1/2020,1379,2402,3440,1685,2909,4042,1991,3416,4645,642,1992.662778,1350.662778,1004,3113.984444,2109.984444,1366,4235.314722,2869.314722,1520,Providence,-10,21,11
231424,428579,625735,MA,4/1/2016,1402,2660,3983,2122,4025,6029,2842,5391,8075,642,1992.817778,1350.817778,1190,3690.541389,2500.541389,1738,5388.273611,3650.273611,1199,Worcester,18,-97,-1088
231424,428579,625735,MA,4/1/2016,1402,2660,3983,2122,4025,6029,2842,5391,8075,642,1992.817778,1350.817778,1190,3690.541389,2500.541389,1738,5388.273611,3650.273611,1312,Springfield,113,131,16
231424,428579,625735,MA,4/1/2016,1402,2660,3983,2122,4025,6029,2842,5391,8075,642,1992.817778,1350.817778,1190,3690.541389,2500.541389,1738,5388.273611,3650.273611,2303,Boston,991,1104,1122
231564,361413,491263,NV,11/1/2020,2242,4462,7071,3703,7263,11341,5165,10065,15612,643,1994.023333,1351.023333,1003,3112.1675,2109.1675,1364,4230.320278,2866.320278,1385,Las Vegas,10,25,39
231630,395138,558647,CO,4/1/2017,1671,3647,5571,2580,5641,8523,3490,7635,11476,643,1994.591667,1351.591667,1097,3402.577222,2305.577222,1551,4810.571389,3259.571389,1269,Colorado Springs,-242,-213,-127
231630,395138,558647,CO,4/1/2017,1671,3647,5571,2580,5641,8523,3490,7635,11476,643,1994.591667,1351.591667,1097,3402.577222,2305.577222,1551,4810.571389,3259.571389,1396,Fort Collins,19,-57,-100
231630,395138,558647,CO,4/1/2017,1671,3647,5571,2580,5641,8523,3490,7635,11476,643,1994.591667,1351.591667,1097,3402.577222,2305.577222,1551,4810.571389,3259.571389,1482,Greeley,86,105,29
231630,395138,558647,CO,4/1/2017,1671,3647,5571,2580,5641,8523,3490,7635,11476,643,1994.591667,1351.591667,1097,3402.577222,2305.577222,1551,4810.571389,3259.571389,1511,Denver,29,115,134
231630,395138,558647,CO,4/1/2017,1671,3647,5571,2580,5641,8523,3490,7635,11476,643,1994.591667,1351.591667,1097,3402.577222,2305.577222,1551,4810.571389,3259.571389,1726,Boulder,457,215,244
231999,391444,550890,ID,2/1/2021,5151,10074,14599,9338,18144,26343,13525,26215,38087,644,1997.769167,1353.769167,1087,3370.767778,2283.767778,1530,4743.775,3213.775,1525,Boise City,33,49,56
232036,371564,511092,OR,12/1/2017,1525,3136,4675,1800,3805,5729,2074,4474,6782,644,1998.087778,1354.087778,1032,3199.578889,2167.578889,1419,4401.07,2982.07,1428,Portland,-8,-14,-27
232184,360384,488584,UT,5/1/2018,2160,4533,6576,3026,6392,9177,3891,8250,11777,644,1999.362222,1355.362222,1001,3103.306667,2102.306667,1357,4207.251111,2850.251111,1155,Ogden,-66,-54,12
232184,360384,488584,UT,5/1/2018,2160,4533,6576,3026,6392,9177,3891,8250,11777,644,1999.362222,1355.362222,1001,3103.306667,2102.306667,1357,4207.251111,2850.251111,1221,Provo,12,78,-33
232184,360384,488584,UT,5/1/2018,2160,4533,6576,3026,6392,9177,3891,8250,11777,644,1999.362222,1355.362222,1001,3103.306667,2102.306667,1357,4207.251111,2850.251111,1273,Salt Lake City,118,52,64
232394,430439,628484,MA,5/1/2016,970,2372,3630,1860,3982,5885,2749,5591,8140,645,2001.170556,1356.170556,1195,3706.558056,2511.558056,1745,5411.945556,3666.945556,1220,Worcester,-107,-1104,-1083
232394,430439,628484,MA,5/1/2016,970,2372,3630,1860,3982,5885,2749,5591,8140,645,2001.170556,1356.170556,1195,3706.558056,2511.558056,1745,5411.945556,3666.945556,1327,Springfield,-997,-976,15
232394,430439,628484,MA,5/1/2016,970,2372,3630,1860,3982,5885,2749,5591,8140,645,2001.170556,1356.170556,1195,3706.558056,2511.558056,1745,5411.945556,3666.945556,2324,Boston,21,1012,1125
232914,382692,532471,AZ,4/1/2021,4869,9938,14439,8076,16563,23993,11283,23189,33548,646,2005.648333,1359.648333,1063,3295.403333,2232.403333,1479,4585.166944,3106.166944,1351,Tucson,14,-172,-146
232914,382692,532471,AZ,4/1/2021,4869,9938,14439,8076,16563,23993,11283,23189,33548,646,2005.648333,1359.648333,1063,3295.403333,2232.403333,1479,4585.166944,3106.166944,1549,Phoenix,198,212,26
232977,363894,494812,RI,3/1/2020,1571,2950,3973,2270,3955,5179,2969,4960,6385,647,2006.190833,1359.190833,1010,3133.531667,2123.531667,1374,4260.881111,2886.881111,1550,Providence,30,20,51
233290,397525,561761,CO,5/1/2017,1660,3331,5307,2387,4967,8028,3114,6604,10749,648,2008.886111,1360.886111,1104,3423.131944,2319.131944,1560,4837.386389,3277.386389,1282,Colorado Springs,-453,-444,13
233290,397525,561761,CO,5/1/2017,1660,3331,5307,2387,4967,8028,3114,6604,10749,648,2008.886111,1360.886111,1104,3423.131944,2319.131944,1560,4837.386389,3277.386389,1402,Fort Collins,-93,-124,120
233290,397525,561761,CO,5/1/2017,1660,3331,5307,2387,4967,8028,3114,6604,10749,648,2008.886111,1360.886111,1104,3423.131944,2319.131944,1560,4837.386389,3277.386389,1495,Greeley,-31,213,-240
233290,397525,561761,CO,5/1/2017,1660,3331,5307,2387,4967,8028,3114,6604,10749,648,2008.886111,1360.886111,1104,3423.131944,2319.131944,1560,4837.386389,3277.386389,1526,Denver,244,-209,-200
233290,397525,561761,CO,5/1/2017,1660,3331,5307,2387,4967,8028,3114,6604,10749,648,2008.886111,1360.886111,1104,3423.131944,2319.131944,1560,4837.386389,3277.386389,1735,Boulder,9,466,224
233377,425497,617618,WA,9/1/2017,2159,4428,6696,3804,8058,12718,5450,11688,18741,648,2009.635278,1361.635278,1181,3664.001944,2483.001944,1715,5318.377222,3603.377222,1060,Spokane,-714,-725,7
233377,425497,617618,WA,9/1/2017,2159,4428,6696,3804,8058,12718,5450,11688,18741,648,2009.635278,1361.635278,1181,3664.001944,2483.001944,1715,5318.377222,3603.377222,1774,Seattle,-11,721,720
233422,432338,631254,MA,6/1/2016,1028,1998,3400,1899,3759,5881,2770,5519,8361,648,2010.022778,1362.022778,1200,3722.910556,2522.910556,1753,5435.798333,3682.798333,1234,Worcester,14,-93,-1090
233422,432338,631254,MA,6/1/2016,1028,1998,3400,1899,3759,5881,2770,5519,8361,648,2010.022778,1362.022778,1200,3722.910556,2522.910556,1753,5435.798333,3682.798333,1327,Springfield,93,107,0
233422,432338,631254,MA,6/1/2016,1028,1998,3400,1899,3759,5881,2770,5519,8361,648,2010.022778,1362.022778,1200,3722.910556,2522.910556,1753,5435.798333,3682.798333,2341,Boston,1014,1107,1121
233551,373287,513024,OR,1/1/2018,1515,3040,4651,1723,3523,5528,1932,4006,6406,648,2011.133611,1363.133611,1036,3214.415833,2178.415833,1425,4417.706667,2992.706667,1430,Portland,2,-6,-12
233841,365300,496759,NV,12/1/2020,2277,4519,6739,3887,7590,11150,5496,10661,15561,649,2013.630833,1364.630833,1014,3145.638889,2131.638889,1379,4277.646944,2898.646944,1387,Las Vegas,2,12,27
234035,433141,632248,MA,7/1/2016,613,1641,2611,803,2702,4562,994,3764,6513,650,2015.301389,1365.301389,1203,3729.825278,2526.825278,1756,5444.357778,3688.357778,1232,Worcester,-104,-1106,-1109
234035,433141,632248,MA,7/1/2016,613,1641,2611,803,2702,4562,994,3764,6513,650,2015.301389,1365.301389,1203,3729.825278,2526.825278,1756,5444.357778,3688.357778,1336,Springfield,-1002,-1005,9
234035,433141,632248,MA,7/1/2016,613,1641,2611,803,2702,4562,994,3764,6513,650,2015.301389,1365.301389,1203,3729.825278,2526.825278,1756,5444.357778,3688.357778,2338,Boston,-3,1011,1104
234205,363140,492075,UT,6/1/2018,2021,4181,6554,2756,5782,9148,3491,7382,11741,650,2016.765278,1366.765278,1008,3127.038889,2119.038889,1366,4237.3125,2871.3125,1167,Ogden,-102,-106,12
234205,363140,492075,UT,6/1/2018,2021,4181,6554,2756,5782,9148,3491,7382,11741,650,2016.765278,1366.765278,1008,3127.038889,2119.038889,1366,4237.3125,2871.3125,1219,Provo,52,-50,-54
234205,363140,492075,UT,6/1/2018,2021,4181,6554,2756,5782,9148,3491,7382,11741,650,2016.765278,1366.765278,1008,3127.038889,2119.038889,1366,4237.3125,2871.3125,1269,Salt Lake City,-4,114,48
234776,434140,633505,MA,8/1/2016,741,1354,2382,999,1802,3701,1257,2251,5021,652,2021.682222,1369.682222,1205,3738.427778,2533.427778,1759,5455.181944,3696.181944,1235,Worcester,3,-101,-1103
234776,434140,633505,MA,8/1/2016,741,1354,2382,999,1802,3701,1257,2251,5021,652,2021.682222,1369.682222,1205,3738.427778,2533.427778,1759,5455.181944,3696.181944,1322,Springfield,87,90,-14
234776,434140,633505,MA,8/1/2016,741,1354,2382,999,1802,3701,1257,2251,5021,652,2021.682222,1369.682222,1205,3738.427778,2533.427778,1759,5455.181944,3696.181944,2342,Boston,1020,1107,1110
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,950,Bakersfield,,,
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1037,Fresno,87,,
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1195,Sacramento,-163,-475,158
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1237,Stockton,-738,-814,-374
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1358,Riverside,-312,321,408
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1611,San Diego,416,253,-59
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1670,Los Angeles-Long Beach-Anaheim,633,720,
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1832,Ventura,595,-143,-219
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,1975,San Jose,-76,364,780
234929,498310,761692,CA,1/1/2014,2979,6122,9732,5356,10759,16541,7733,15397,23351,652,2022.999722,1370.999722,1384,4291.002778,2907.002778,2115,6559.014444,4444.014444,2051,San Francisco,440,856,693
234953,399836,564720,CO,6/1/2017,1663,3323,4994,2311,4698,7278,2959,6073,9563,652,2023.206389,1371.206389,1110,3443.032222,2333.032222,1568,4862.866667,3294.866667,1295,Colorado Springs,-245,-200,-99
234953,399836,564720,CO,6/1/2017,1663,3323,4994,2311,4698,7278,2959,6073,9563,652,2023.206389,1371.206389,1110,3443.032222,2333.032222,1568,4862.866667,3294.866667,1394,Fort Collins,-8,-101,-132
234953,399836,564720,CO,6/1/2017,1663,3323,4994,2311,4698,7278,2959,6073,9563,652,2023.206389,1371.206389,1110,3443.032222,2333.032222,1568,4862.866667,3294.866667,1495,Greeley,101,93,0
234953,399836,564720,CO,6/1/2017,1663,3323,4994,2311,4698,7278,2959,6073,9563,652,2023.206389,1371.206389,1110,3443.032222,2333.032222,1568,4862.866667,3294.866667,1540,Denver,45,146,138
234953,399836,564720,CO,6/1/2017,1663,3323,4994,2311,4698,7278,2959,6073,9563,652,2023.206389,1371.206389,1110,3443.032222,2333.032222,1568,4862.866667,3294.866667,1735,Boulder,440,195,240
235198,366987,498777,RI,4/1/2020,2221,3792,5171,3093,5363,7048,3965,6934,8925,653,2025.316111,1372.316111,1019,3160.165833,2141.165833,1385,4295.024167,2910.024167,1558,Providence,8,38,28
235243,375328,515413,OR,2/1/2018,1692,3207,4732,2041,3764,5564,2389,4321,6395,653,2025.703611,1372.703611,1042,3231.991111,2189.991111,1431,4438.278611,3007.278611,1437,Portland,7,9,1
235605,429681,623757,WA,10/1/2017,2228,4387,6656,4184,7988,12242,6139,11589,17827,654,2028.820833,1374.820833,1193,3700.030833,2507.030833,1732,5371.240833,3639.240833,1066,Spokane,6,-708,-719
235605,429681,623757,WA,10/1/2017,2228,4387,6656,4184,7988,12242,6139,11589,17827,654,2028.820833,1374.820833,1193,3700.030833,2507.030833,1732,5371.240833,3639.240833,1760,Seattle,694,700,-14
235926,435913,635901,MA,9/1/2016,1150,1891,2504,1773,2772,3575,2396,3653,4647,655,2031.585,1376.585,1210,3753.695278,2543.695278,1766,5475.814167,3709.814167,1238,Worcester,-83,-1093,-1104
235926,435913,635901,MA,9/1/2016,1150,1891,2504,1773,2772,3575,2396,3653,4647,655,2031.585,1376.585,1210,3753.695278,2543.695278,1766,5475.814167,3709.814167,1321,Springfield,-1010,-1021,-1
235926,435913,635901,MA,9/1/2016,1150,1891,2504,1773,2772,3575,2396,3653,4647,655,2031.585,1376.585,1210,3753.695278,2543.695278,1766,5475.814167,3709.814167,2331,Boston,-11,1009,1096
236237,365971,495706,UT,7/1/2018,2032,4053,6213,2831,5587,8613,3631,7122,11013,656,2034.263056,1378.263056,1016,3151.416944,2135.416944,1376,4268.579444,2892.579444,1176,Ogden,-46,-43,9
236237,365971,495706,UT,7/1/2018,2032,4053,6213,2831,5587,8613,3631,7122,11013,656,2034.263056,1378.263056,1016,3151.416944,2135.416944,1376,4268.579444,2892.579444,1222,Provo,3,55,-47
236237,365971,495706,UT,7/1/2018,2032,4053,6213,2831,5587,8613,3631,7122,11013,656,2034.263056,1378.263056,1016,3151.416944,2135.416944,1376,4268.579444,2892.579444,1286,Salt Lake City,110,64,67
236483,369749,503015,NV,1/1/2021,2642,4919,7161,4449,8336,12039,6256,11752,16917,656,2036.381389,1380.381389,1027,3183.949722,2156.949722,1397,4331.518056,2934.518056,1397,Las Vegas,10,12,22
236605,401994,567384,CO,7/1/2017,1652,3315,4975,2158,4469,6856,2664,5623,8737,657,2037.431944,1380.431944,1116,3461.615,2345.615,1576,4885.806667,3309.806667,1300,Colorado Springs,-436,-435,5
236605,401994,567384,CO,7/1/2017,1652,3315,4975,2158,4469,6856,2664,5623,8737,657,2037.431944,1380.431944,1116,3461.615,2345.615,1576,4885.806667,3309.806667,1395,Fort Collins,-102,-152,95
236605,401994,567384,CO,7/1/2017,1652,3315,4975,2158,4469,6856,2664,5623,8737,657,2037.431944,1380.431944,1116,3461.615,2345.615,1576,4885.806667,3309.806667,1497,Greeley,-50,197,-239
236605,401994,567384,CO,7/1/2017,1652,3315,4975,2158,4469,6856,2664,5623,8737,657,2037.431944,1380.431944,1116,3461.615,2345.615,1576,4885.806667,3309.806667,1547,Denver,247,-189,-188
236605,401994,567384,CO,7/1/2017,1652,3315,4975,2158,4469,6856,2664,5623,8737,657,2037.431944,1380.431944,1116,3461.615,2345.615,1576,4885.806667,3309.806667,1736,Boulder,1,441,196
236915,369286,501657,RI,5/1/2020,1717,3938,5509,2299,5392,7662,2880,6845,9814,658,2040.101389,1382.101389,1025,3179.962778,2154.962778,1393,4319.824167,2926.824167,1555,Providence,-3,5,35
237058,377735,518412,OR,3/1/2018,1815,3507,5022,2407,4448,6171,2999,5388,7320,658,2041.332778,1383.332778,1049,3252.718056,2203.718056,1440,4464.103333,3024.103333,1446,Portland,9,16,18
237271,437972,638673,MA,10/1/2016,1345,2495,3236,2059,3832,4831,2772,5168,6425,659,2043.166944,1384.166944,1216,3771.425556,2555.425556,1774,5499.684167,3725.684167,1250,Worcester,12,-71,-1081
237271,437972,638673,MA,10/1/2016,1345,2495,3236,2059,3832,4831,2772,5168,6425,659,2043.166944,1384.166944,1216,3771.425556,2555.425556,1774,5499.684167,3725.684167,1330,Springfield,80,92,9
237271,437972,638673,MA,10/1/2016,1345,2495,3236,2059,3832,4831,2772,5168,6425,659,2043.166944,1384.166944,1216,3771.425556,2555.425556,1774,5499.684167,3725.684167,2319,Boston,989,1069,1081
237497,401431,565365,ID,3/1/2021,5498,10649,15572,9987,19325,28131,14475,28000,40690,659,2045.113056,1386.113056,1115,3456.766944,2341.766944,1570,4868.420833,3298.420833,1573,Boise City,48,81,97
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,951,Bakersfield,-120,-739,-416
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1071,Fresno,-619,-296,-117
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1188,Sacramento,-440,-916,-798
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1268,Stockton,-548,-564,31
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1367,Riverside,179,-261,-737
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1628,San Diego,-476,-358,360
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1690,Los Angeles-Long Beach-Anaheim,323,502,62
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1816,Ventura,-16,579,-159
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,1986,San Jose,718,170,154
237502,502835,768169,CA,2/1/2014,2573,5552,8695,4525,9881,15284,6477,14210,21874,659,2045.156111,1386.156111,1396,4329.968056,2933.968056,2133,6614.788611,4481.788611,2104,San Francisco,118,836,288
237714,433382,629051,WA,11/1/2017,2109,4337,6496,3701,7885,11689,5294,11433,16883,660,2046.981667,1386.981667,1203,3731.900556,2528.900556,1747,5416.828056,3669.828056,1065,Spokane,-682,-695,-1
237714,433382,629051,WA,11/1/2017,2109,4337,6496,3701,7885,11689,5294,11433,16883,660,2046.981667,1386.981667,1203,3731.900556,2528.900556,1747,5416.828056,3669.828056,1747,Seattle,-13,681,687
238053,368390,498728,UT,8/1/2018,1816,3848,5869,2419,5250,8006,3022,6653,10144,661,2049.900833,1388.900833,1023,3172.247222,2149.247222,1385,4294.602222,2909.602222,1188,Ogden,-84,-98,12
238053,368390,498728,UT,8/1/2018,1816,3848,5869,2419,5250,8006,3022,6653,10144,661,2049.900833,1388.900833,1023,3172.247222,2149.247222,1385,4294.602222,2909.602222,1227,Provo,39,-45,-59
238053,368390,498728,UT,8/1/2018,1816,3848,5869,2419,5250,8006,3022,6653,10144,661,2049.900833,1388.900833,1023,3172.247222,2149.247222,1385,4294.602222,2909.602222,1272,Salt Lake City,-14,96,50
238198,404075,569952,CO,8/1/2017,1593,3245,4908,2081,4239,6550,2568,5232,8191,661,2051.149444,1390.149444,1122,3479.534722,2357.534722,1583,4907.92,3324.92,1305,Colorado Springs,-244,-204,-93
238198,404075,569952,CO,8/1/2017,1593,3245,4908,2081,4239,6550,2568,5232,8191,661,2051.149444,1390.149444,1122,3479.534722,2357.534722,1583,4907.92,3324.92,1398,Fort Collins,3,-99,-149
238198,404075,569952,CO,8/1/2017,1593,3245,4908,2081,4239,6550,2568,5232,8191,661,2051.149444,1390.149444,1122,3479.534722,2357.534722,1583,4907.92,3324.92,1509,Greeley,111,114,12
238198,404075,569952,CO,8/1/2017,1593,3245,4908,2081,4239,6550,2568,5232,8191,661,2051.149444,1390.149444,1122,3479.534722,2357.534722,1583,4907.92,3324.92,1549,Denver,40,151,154
238198,404075,569952,CO,8/1/2017,1593,3245,4908,2081,4239,6550,2568,5232,8191,661,2051.149444,1390.149444,1122,3479.534722,2357.534722,1583,4907.92,3324.92,1735,Boulder,430,186,226
238577,371322,504067,RI,6/1/2020,1662,3379,5600,2036,4335,7428,2410,5290,9255,662,2054.413056,1392.413056,1031,3197.495,2166.495,1400,4340.576944,2940.576944,1574,Providence,19,16,24
238788,379894,521000,OR,4/1/2018,1730,3545,5237,2159,4566,6607,2588,5587,7976,663,2056.23,1393.23,1055,3271.309444,2216.309444,1447,4486.388889,3039.388889,1456,Portland,10,19,26
238878,440565,642252,MA,11/1/2016,1607,2952,4102,2593,4652,6425,3579,6351,8747,663,2057.005,1394.005,1223,3793.754167,2570.754167,1784,5530.503333,3746.503333,1246,Worcester,-76,-1053,-1073
238878,440565,642252,MA,11/1/2016,1607,2952,4102,2593,4652,6425,3579,6351,8747,663,2057.005,1394.005,1223,3793.754167,2570.754167,1784,5530.503333,3746.503333,1322,Springfield,-977,-997,-8
238878,440565,642252,MA,11/1/2016,1607,2952,4102,2593,4652,6425,3579,6351,8747,663,2057.005,1394.005,1223,3793.754167,2570.754167,1784,5530.503333,3746.503333,2299,Boston,-20,969,1049
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,954,Bakersfield,3,-117,-736
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1065,Fresno,111,114,-6
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1193,Sacramento,-180,-506,128
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1259,Stockton,-740,-857,-367
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1373,Riverside,-326,308,419
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1626,San Diego,433,253,-73
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1699,Los Angeles-Long Beach-Anaheim,634,745,748
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1820,Ventura,561,-179,-296
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,1999,San Jose,-117,373,806
239262,505270,771278,CA,3/1/2014,1760,4333,7312,2435,6960,12316,3109,9586,17319,664,2060.311667,1396.311667,1403,4350.936111,2947.936111,2142,6641.560556,4499.560556,2116,San Francisco,490,923,743
239476,393781,548086,AZ,5/1/2021,6562,11431,16500,11089,19165,27652,15615,26898,38804,665,2062.154444,1397.154444,1093,3390.891944,2297.891944,1522,4719.629444,3197.629444,1370,Tucson,-250,-179,19
239476,393781,548086,AZ,5/1/2021,6562,11431,16500,11089,19165,27652,15615,26898,38804,665,2062.154444,1397.154444,1093,3390.891944,2297.891944,1522,4719.629444,3197.629444,1620,Phoenix,71,269,283
239567,374903,510240,NV,2/1/2021,3084,5726,8003,5154,9603,13490,7225,13481,18977,665,2062.938056,1397.938056,1041,3228.331389,2187.331389,1417,4393.733333,2976.733333,1411,Las Vegas,14,24,26
239725,372724,505724,RI,7/1/2020,1148,2810,4527,1402,3438,5737,1657,4067,6947,665,2064.298611,1399.298611,1035,3209.567778,2174.567778,1404,4354.845556,2950.845556,1578,Providence,4,23,20
239803,406285,572767,CO,9/1/2017,1605,3198,4850,2210,4291,6449,2815,5383,8047,666,2064.970278,1398.970278,1128,3498.565278,2370.565278,1591,4932.160278,3341.160278,1309,Colorado Springs,-429,-426,4
239803,406285,572767,CO,9/1/2017,1605,3198,4850,2210,4291,6449,2815,5383,8047,666,2064.970278,1398.970278,1128,3498.565278,2370.565278,1591,4932.160278,3341.160278,1388,Fort Collins,-130,-153,79
239803,406285,572767,CO,9/1/2017,1605,3198,4850,2210,4291,6449,2815,5383,8047,666,2064.970278,1398.970278,1128,3498.565278,2370.565278,1591,4932.160278,3341.160278,1518,Greeley,-23,209,-220
239803,406285,572767,CO,9/1/2017,1605,3198,4850,2210,4291,6449,2815,5383,8047,666,2064.970278,1398.970278,1128,3498.565278,2370.565278,1591,4932.160278,3341.160278,1541,Denver,232,-197,-194
239803,406285,572767,CO,9/1/2017,1605,3198,4850,2210,4291,6449,2815,5383,8047,666,2064.970278,1398.970278,1128,3498.565278,2370.565278,1591,4932.160278,3341.160278,1738,Boulder,3,433,189
240009,371085,502162,UT,9/1/2018,1956,3772,5804,2695,5114,7945,3434,6456,10087,666,2066.744167,1400.744167,1030,3195.454167,2165.454167,1394,4324.172778,2930.172778,1165,Ogden,-55,-62,-23
240009,371085,502162,UT,9/1/2018,1956,3772,5804,2695,5114,7945,3434,6456,10087,666,2066.744167,1400.744167,1030,3195.454167,2165.454167,1394,4324.172778,2930.172778,1220,Provo,-7,32,-52
240009,371085,502162,UT,9/1/2018,1956,3772,5804,2695,5114,7945,3434,6456,10087,666,2066.744167,1400.744167,1030,3195.454167,2165.454167,1394,4324.172778,2930.172778,1280,Salt Lake City,115,60,53
240165,437740,635316,WA,12/1/2017,2451,4560,6788,4358,8059,12243,6265,11559,17698,667,2068.0875,1401.0875,1215,3769.427778,2554.427778,1764,5470.776667,3706.776667,1066,Spokane,1,-681,-694
240165,437740,635316,WA,12/1/2017,2451,4560,6788,4358,8059,12243,6265,11559,17698,667,2068.0875,1401.0875,1215,3769.427778,2554.427778,1764,5470.776667,3706.776667,1739,Seattle,673,674,-8
